,date,Postcode,geography code,Rural Urban,Variable: All usual residents; measures: Value,Variable: Males; measures: Value,Variable: Females; measures: Value,Variable: Lives in a household; measures: Value,Variable: Lives in a communal establishment; measures: Value,Variable: Schoolchild or full-time student aged 4 and over at their non term-time address; measures: Value,Variable: Area (Hectares); measures: Value,Variable: Density (number of persons per hectare); measures: Value,Longitude,Latitude,Population
1639,2011,NE23 8,NE23 8,Total,2627,1285,1342,2583,44,15,892.58,2.9,-1.60855,55.0865,2668.0
1640,2011,NE24 1,NE24 1,Total,3565,1714,1851,3532,33,19,416.0,8.6,-1.51627,55.133,3549.0
1641,2011,NE24 2,NE24 2,Total,6252,3036,3216,6122,130,29,113.8,54.9,-1.51232,55.1235,5876.0
1642,2011,NE24 3,NE24 3,Total,11064,5460,5604,11064,0,70,426.35,26.0,-1.50943,55.1163,11262.0
1643,2011,NE24 4,NE24 4,Total,7700,3766,3934,7607,93,36,1037.93,7.4,-1.54024,55.1175,7614.0
1644,2011,NE24 5,NE24 5,Total,9495,4561,4934,9375,120,30,271.71,34.9,-1.5317,55.1261,9645.0
1645,2011,NE25 0,NE25 0,Total,9350,4562,4788,9306,44,38,1494.61,6.3,-1.52053,55.0711,9320.0
1646,2011,NE25 8,NE25 8,Total,9169,4388,4781,9132,37,115,209.68,43.7,-1.46374,55.036,9318.0
1647,2011,NE25 9,NE25 9,Total,11289,5413,5876,11183,106,143,374.93,30.1,-1.4806,55.0404,11306.0
1648,2011,NE26 1,NE26 1,Total,5264,2601,2663,5133,131,73,104.09,50.6,-1.45715,55.0457,5234.0
1649,2011,NE26 2,NE26 2,Total,4523,2274,2249,4339,184,54,66.96,67.5,-1.44414,55.04,4268.0
1650,2011,NE26 3,NE26 3,Total,5275,2535,2740,5265,10,108,328.29,16.1,-1.46235,55.0459,5397.0
1651,2011,NE26 4,NE26 4,Total,4264,2040,2224,4236,28,44,983.29,4.3,-1.47569,55.0772,4270.0
1652,2011,NE27 0,NE27 0,Total,12024,5751,6273,11981,43,65,1117.08,10.8,-1.51347,55.0325,12335.0
1653,2011,NE28 0,NE28 0,Total,8701,4154,4547,8586,115,32,243.03,35.8,-1.49604,55.0004,8424.0
1654,2011,NE28 6,NE28 6,Total,5201,2600,2601,5159,42,18,248.47,20.9,-1.5159,54.9924,5269.0
1655,2011,NE28 7,NE28 7,Total,8007,3928,4079,7936,71,38,222.91,35.9,-1.51755,54.9985,8246.0
1656,2011,NE28 8,NE28 8,Total,9635,4671,4964,9634,1,42,278.95,34.5,-1.54061,54.9974,9663.0
1657,2011,NE28 9,NE28 9,Total,13205,6273,6932,13150,55,71,414.53,31.9,-1.52251,55.0092,13059.0
1658,2011,NE29 0,NE29 0,Total,6582,3152,3430,6408,174,42,114.66,57.4,-1.45599,55.0104,6503.0
1659,2011,NE29 6,NE29 6,Total,7712,3976,3736,7641,71,21,310.66,24.8,-1.45881,55.0031,7914.0
1660,2011,NE29 7,NE29 7,Total,8361,3950,4411,8356,5,36,243.12,34.4,-1.47529,55.0077,8207.0
1661,2011,NE29 8,NE29 8,Total,8812,4206,4606,8812,0,54,412.64,21.4,-1.48089,55.0198,8779.0
1662,2011,NE29 9,NE29 9,Total,4146,1993,2153,4020,126,42,105.2,39.4,-1.45965,55.021,4585.0
1663,2011,NE30 1,NE30 1,Total,1317,635,682,1317,0,2,33.92,38.8,-1.44317,55.0098,1313.0
1664,2011,NE30 2,NE30 2,Total,7761,3721,4040,7676,85,99,197.7,39.3,-1.44527,55.0181,7796.0
1665,2011,NE30 3,NE30 3,Total,8303,3961,4342,8303,0,96,178.23,46.6,-1.44652,55.0293,8160.0
1666,2011,NE30 4,NE30 4,Total,4952,2409,2543,4887,65,46,143.98,34.4,-1.43519,55.0216,4737.0
1667,2011,NE31 1,NE31 1,Total,10260,4982,5278,10128,132,43,332.8,30.8,-1.51613,54.9759,10617.0
1668,2011,NE31 2,NE31 2,Total,9870,4723,5147,9771,99,44,308.52,32.0,-1.50919,54.9666,9542.0
1669,2011,NE32 3,NE32 3,Total,5327,2552,2775,5180,147,22,367.95,14.5,-1.48128,54.9782,5268.0
1670,2011,NE32 4,NE32 4,Total,10419,5012,5407,10411,8,42,300.85,34.6,-1.481,54.9577,10419.0
1671,2011,NE32 5,NE32 5,Total,9643,4693,4950,9541,102,61,291.21,33.1,-1.49065,54.9713,9672.0
1672,2011,NE33 1,NE33 1,Total,1316,672,644,1314,2,6,98.54,13.4,-1.43662,54.9962,1234.0
1673,2011,NE33 2,NE33 2,Total,6229,3095,3134,6041,188,49,143.27,43.5,-1.42758,54.9993,6157.0
1674,2011,NE33 3,NE33 3,Total,7866,3929,3937,7565,301,49,151.08,52.1,-1.42017,54.9908,7963.0
1675,2011,NE33 4,NE33 4,Total,7324,3682,3642,7234,90,30,126.41,57.9,-1.4308,54.9859,7608.0
1676,2011,NE33 5,NE33 5,Total,4334,2300,2034,4314,20,23,135.28,32.0,-1.44004,54.9851,4414.0
1677,2011,NE34 0,NE34 0,Total,10653,5102,5551,10510,143,49,220.43,48.3,-1.43313,54.975,10419.0
1678,2011,NE34 6,NE34 6,Total,9264,4392,4872,9248,16,70,189.33,48.9,-1.40962,54.98,8887.0
1679,2011,NE34 7,NE34 7,Total,11667,5483,6184,11566,101,50,283.33,41.2,-1.39653,54.9782,11865.0
1680,2011,NE34 8,NE34 8,Total,10126,4857,5269,10084,42,54,288.4,35.1,-1.41988,54.9653,10271.0
1681,2011,NE34 9,NE34 9,Total,10769,5041,5728,10762,7,43,274.14,39.3,-1.45172,54.9667,10778.0
1682,2011,NE35 9,NE35 9,Total,6428,3152,3276,6428,0,41,270.91,23.7,-1.46233,54.9523,6371.0
1683,2011,NE36 0,NE36 0,Total,6854,3249,3605,6854,0,71,1579.01,4.3,-1.44175,54.9463,6839.0
1684,2011,NE37 1,NE37 1,Total,9759,4743,5016,9696,63,48,370.93,26.3,-1.53797,54.9084,9721.0
1685,2011,NE37 2,NE37 2,Total,7202,3355,3847,7146,56,38,205.54,35.0,-1.52405,54.9143,7244.0
1686,2011,NE37 3,NE37 3,Total,4095,2076,2019,4095,0,16,953.41,4.3,-1.51258,54.9149,4069.0
1687,2011,NE38 0,NE38 0,Total,9145,4523,4622,9140,5,53,282.2,32.4,-1.54429,54.8958,9086.0
1688,2011,NE38 7,NE38 7,Total,9000,4379,4621,8988,12,48,287.82,31.3,-1.52248,54.899,8908.0
1689,2011,NE38 8,NE38 8,Total,7820,3800,4020,7783,37,68,574.01,13.6,-1.50928,54.8952,8020.0
1690,2011,NE38 9,NE38 9,Total,5136,2512,2624,5134,2,62,233.11,22.0,-1.54203,54.8843,5218.0
1691,2011,NE39 1,NE39 1,Total,3968,1914,2054,3965,3,51,338.68,11.7,-1.74931,54.922,3914.0
1692,2011,NE39 2,NE39 2,Total,4607,2181,2426,4541,66,45,1606.06,2.9,-1.76749,54.9289,4741.0
1693,2011,NE40 3,NE40 3,Total,7629,3650,3979,7596,33,90,446.71,17.1,-1.76081,54.9717,7927.0
1694,2011,NE40 4,NE40 4,Total,8006,3845,4161,7906,100,59,853.22,9.4,-1.78134,54.9609,7826.0
1695,2011,NE41 8,NE41 8,Total,2197,1065,1132,2164,33,52,1038.73,2.1,-1.82163,54.9756,2076.0
1696,2011,NE42 5,NE42 5,Total,6974,3379,3595,6894,80,56,741.11,9.4,-1.84394,54.9604,6582.0
1697,2011,NE42 6,NE42 6,Total,5633,2689,2944,5585,48,90,765.34,7.4,-1.86558,54.9639,6061.0
1698,2011,NE43 7,NE43 7,Total,4523,2197,2326,4415,108,117,5639.75,0.8,-1.90189,54.9494,4533.0
1699,2011,NE44 6,NE44 6,Total,966,448,518,925,41,25,756.8,1.3,-1.98044,54.944,1074.0
1700,2011,NE45 5,NE45 5,Total,3672,1743,1929,3556,116,89,4149.37,0.9,-2.01856,54.9766,3707.0
1701,2011,NE46 1,NE46 1,Total,4198,1961,2237,3939,259,73,2652.64,1.6,-2.09291,54.9642,4088.0
1702,2011,NE46 2,NE46 2,Total,4459,2113,2346,4375,84,127,1665.37,2.7,-2.11993,54.9643,4773.0
1703,2011,NE46 3,NE46 3,Total,3510,1687,1823,3494,16,92,170.86,20.5,-2.10962,54.9736,3526.0
1704,2011,NE46 4,NE46 4,Total,3370,1696,1674,3311,59,77,10736.18,0.3,-2.109,55.0096,3186.0
1705,2011,NE47 0,NE47 0,Total,1070,539,531,1030,40,24,10197.91,0.1,-2.0811,54.9082,942.0
1706,2011,NE47 5,NE47 5,Total,906,452,454,906,0,11,2390.42,0.4,-2.22053,54.9857,1127.0
1707,2011,NE47 6,NE47 6,Total,2184,1076,1108,2154,30,52,7129.36,0.3,-2.24684,54.9783,1995.0
1708,2011,NE47 7,NE47 7,Total,1214,609,605,1158,56,34,8680.7,0.1,-2.34588,54.979,1189.0
1709,2011,NE47 8,NE47 8,Total,522,264,258,492,30,13,11382.06,0.0,-2.33039,54.8857,454.0
1710,2011,NE47 9,NE47 9,Total,2021,996,1025,2007,14,50,10853.55,0.2,-2.25127,54.8778,2027.0
1711,2011,NE48 1,NE48 1,Total,764,383,381,764,0,24,43683.76,0.0,-2.43591,55.1891,775.0
1712,2011,NE48 2,NE48 2,Total,1852,921,931,1850,2,30,10349.24,0.2,-2.21742,55.1499,1852.0
1713,2011,NE48 3,NE48 3,Total,1105,557,548,1105,0,17,17262.58,0.1,-2.22497,55.0855,1194.0
1714,2011,NE48 4,NE48 4,Total,573,275,298,573,0,30,2019.2,0.3,-2.12366,55.0655,566.0
1715,2011,NE49 0,NE49 0,Total,1085,526,559,1079,6,18,6063.4,0.2,-2.46063,54.9586,1225.0
1716,2011,NE49 9,NE49 9,Total,3259,1606,1653,3250,9,38,1224.45,2.7,-2.46094,54.9749,3178.0
1717,2011,NE61 1,NE61 1,Total,4134,1988,2146,3738,396,65,408.76,10.1,-1.68857,55.1684,3952.0
1718,2011,NE61 2,NE61 2,Total,8928,4299,4629,8879,49,170,525.01,17.0,-1.68921,55.1605,9030.0
1719,2011,NE61 3,NE61 3,Total,3853,1908,1945,3853,0,95,13467.36,0.3,-1.71786,55.1814,3652.0
1720,2011,NE61 4,NE61 4,Total,1260,628,632,1244,16,30,19712.21,0.1,-1.90365,55.1859,1115.0
1721,2011,NE61 5,NE61 5,Total,8080,3999,4081,8014,66,86,4335.07,1.9,-1.58194,55.2324,9257.0
1722,2011,NE61 6,NE61 6,Total,5014,2469,2545,4967,47,66,3145.48,1.6,-1.66389,55.1539,5462.0
1723,2011,NE62 5,NE62 5,Total,9636,4623,5013,9542,94,66,1167.39,8.3,-1.59284,55.1613,9507.0
1724,2011,NE63 0,NE63 0,Total,8147,3989,4158,8136,11,46,264.2,30.8,-1.56094,55.1748,7889.0
1725,2011,NE63 8,NE63 8,Total,8490,4140,4350,8385,105,102,1361.93,6.2,-1.57857,55.1785,8450.0
1726,2011,NE63 9,NE63 9,Total,11152,5477,5675,11052,100,56,732.73,15.2,-1.55223,55.1798,11396.0
1727,2011,NE64 6,NE64 6,Total,6308,3034,3274,6242,66,30,864.92,7.3,-1.51665,55.184,6248.0
1728,2011,NE65 0,NE65 0,Total,7878,3833,4045,7808,70,89,2988.23,2.6,-1.59527,55.3301,7907.0
1729,2011,NE65 7,NE65 7,Total,3889,1914,1975,3861,28,69,39117.78,0.1,-1.95867,55.3173,3773.0
1730,2011,NE65 8,NE65 8,Total,2141,1024,1117,2138,3,53,6657.34,0.3,-1.79285,55.2725,2317.0
1731,2011,NE65 9,NE65 9,Total,6856,3849,3007,5741,1115,82,10528.29,0.7,-1.67233,55.3029,5674.0
1732,2011,NE66 1,NE66 1,Total,6766,3206,3560,6664,102,81,1744.83,3.9,-1.70763,55.4105,6529.0
1733,2011,NE66 2,NE66 2,Total,4244,2074,2170,4093,151,62,15568.13,0.3,-1.71236,55.4047,4581.0
1734,2011,NE66 3,NE66 3,Total,4720,2359,2361,4463,257,74,9787.08,0.5,-1.63474,55.4522,4547.0
1735,2011,NE66 4,NE66 4,Total,1522,748,774,1522,0,36,22890.0,0.1,-1.92107,55.4328,1527.0
1736,2011,NE66 5,NE66 5,Total,338,168,170,337,1,11,4675.87,0.1,-1.9085,55.5506,295.0
1737,2011,NE67 5,NE67 5,Total,834,423,411,831,3,25,4986.69,0.2,-1.69381,55.5343,969.0
1738,2011,NE68 7,NE68 7,Total,1959,953,1006,1952,7,16,790.33,2.5,-1.66056,55.5722,1975.0
1739,2011,NE69 7,NE69 7,Total,414,196,218,411,3,5,1445.21,0.3,-1.71881,55.605,417.0
1740,2011,NE70 7,NE70 7,Total,1754,876,878,1751,3,33,8758.4,0.2,-1.81616,55.592,1813.0
1741,2011,NE71 6,NE71 6,Total,2949,1410,1539,2927,22,30,26789.45,0.1,-2.04084,55.553,2966.0
1742,2011,NG10 1,NG10 1,Total,7938,3963,3975,7899,39,42,213.66,37.2,-1.27217,52.8936,8044.0
1743,2011,NG10 2,NG10 2,Total,4613,2319,2294,4565,48,38,446.05,10.3,-1.26249,52.8969,4552.0
1744,2011,NG10 3,NG10 3,Total,14380,7075,7305,14373,7,148,536.97,26.8,-1.292,52.8873,14596.0
1745,2011,NG10 4,NG10 4,Total,10829,5303,5526,10637,192,90,254.65,42.5,-1.28499,52.9039,10791.0
1746,2011,NG10 5,NG10 5,Total,8889,4305,4584,8803,86,77,444.87,20.0,-1.29015,52.9194,8899.0
1747,2011,NG11 0,NG11 0,Total,2431,1196,1235,2431,0,34,3213.11,0.8,-1.21524,52.871,2395.0
1748,2011,NG11 6,NG11 6,Total,8233,3990,4243,8087,146,154,2543.35,3.2,-1.15245,52.8913,8316.0
1749,2011,NG11 7,NG11 7,Total,4428,2186,2242,4428,0,61,153.06,28.9,-1.16141,52.9225,4495.0
1750,2011,NG11 8,NG11 8,Total,13340,6485,6855,12562,778,109,560.9,23.8,-1.18111,52.9069,13201.0
1751,2011,NG11 9,NG11 9,Total,9067,4403,4664,9058,9,41,181.54,49.9,-1.18165,52.8991,9207.0
1752,2011,NG12 1,NG12 1,Total,2527,1234,1293,2506,21,34,1057.08,2.4,-1.03686,52.956,2688.0
1753,2011,NG12 2,NG12 2,Total,6537,3130,3407,6381,156,113,1791.15,3.6,-1.04612,52.9451,6258.0
1754,2011,NG12 3,NG12 3,Total,10862,5321,5541,10697,165,141,6064.84,1.8,-1.02597,52.9116,10726.0
1755,2011,NG12 4,NG12 4,Total,4857,2413,2444,4857,0,101,1407.07,3.5,-1.11331,52.912,4740.0
1756,2011,NG12 5,NG12 5,Total,8382,4099,4283,8320,62,156,3998.69,2.1,-1.08431,52.8718,8504.0
1757,2011,NG13 0,NG13 0,Total,4508,2185,2323,4508,0,71,4633.21,1.0,-0.819645,52.9324,4537.0
1758,2011,NG13 8,NG13 8,Total,11712,5648,6064,11664,48,193,4217.1,2.8,-0.975181,52.9567,11820.0
1759,2011,NG13 9,NG13 9,Total,5164,2949,2215,4306,858,84,7374.76,0.7,-0.92728,52.9437,5118.0
1760,2011,NG14 5,NG14 5,Total,3922,1905,2017,3911,11,62,1375.25,2.9,-1.03979,52.9859,3932.0
1761,2011,NG14 6,NG14 6,Total,9537,4621,4916,9471,66,134,4131.18,2.3,-1.07302,53.0322,9408.0
1762,2011,NG14 7,NG14 7,Total,5980,3342,2638,5052,928,115,3425.95,1.7,-0.999551,53.0099,6035.0
1763,2011,NG15 0,NG15 0,Total,2076,1019,1057,2059,17,21,1973.01,1.1,-1.2286,53.0637,1821.0
1764,2011,NG15 6,NG15 6,Total,14763,7288,7475,14648,115,117,956.47,15.4,-1.21979,53.0299,14795.0
1765,2011,NG15 7,NG15 7,Total,12829,6236,6593,12655,174,76,486.56,26.4,-1.20163,53.0355,12595.0
1766,2011,NG15 8,NG15 8,Total,5271,2568,2703,5210,61,55,1557.65,3.4,-1.19495,53.0473,5261.0
1767,2011,NG15 9,NG15 9,Total,5759,2802,2957,5756,3,123,1464.37,3.9,-1.16605,53.0833,5641.0
1768,2011,NG16 1,NG16 1,Total,9349,4623,4726,9332,17,122,949.45,9.8,-1.24861,52.9985,9597.0
1769,2011,NG16 2,NG16 2,Total,16473,8164,8309,16439,34,145,1733.53,9.5,-1.28009,53.0031,16039.0
1770,2011,NG16 3,NG16 3,Total,10812,5338,5474,10667,145,72,1014.77,10.7,-1.30417,53.0174,11017.0
1771,2011,NG16 4,NG16 4,Total,5405,2646,2759,5405,0,31,717.02,7.5,-1.33362,53.0221,5471.0
1772,2011,NG16 5,NG16 5,Total,10047,4928,5119,9988,59,66,1527.18,6.6,-1.322,53.052,10117.0
1773,2011,NG16 6,NG16 6,Total,11465,5698,5767,11354,111,52,1186.45,9.7,-1.31007,53.0764,11456.0
1774,2011,NG17 1,NG17 1,Total,6439,3203,3236,6374,65,48,243.95,26.4,-1.27285,53.1206,6425.0
1775,2011,NG17 2,NG17 2,Total,14585,7071,7514,14287,298,88,744.35,19.6,-1.28514,53.1274,14295.0
1776,2011,NG17 3,NG17 3,Total,8900,4362,4538,8857,43,57,1671.09,5.3,-1.26793,53.1417,8799.0
1777,2011,NG17 4,NG17 4,Total,9768,4918,4850,9664,104,48,232.28,42.1,-1.25111,53.1307,9803.0
1778,2011,NG17 5,NG17 5,Total,6475,3149,3326,6475,0,31,458.49,14.1,-1.25173,53.1201,6873.0
1779,2011,NG17 7,NG17 7,Total,9204,4499,4705,9060,144,56,869.04,10.6,-1.24056,53.1007,9324.0
1780,2011,NG17 8,NG17 8,Total,11236,5523,5713,11177,59,99,1083.09,10.4,-1.25852,53.1022,11111.0
1781,2011,NG17 9,NG17 9,Total,6179,3058,3121,6159,20,33,457.73,13.5,-1.25411,53.0827,6263.0
1782,2011,NG18 1,NG18 1,Total,1438,743,695,1354,84,12,75.68,19.0,-1.19786,53.1447,1371.0
1783,2011,NG18 2,NG18 2,Total,7952,3967,3985,7777,175,48,229.36,34.7,-1.18543,53.1455,8028.0
1784,2011,NG18 3,NG18 3,Total,11644,5710,5934,11597,47,101,542.87,21.4,-1.16364,53.1408,11434.0
1785,2011,NG18 4,NG18 4,Total,12656,6242,6414,12486,170,164,1590.51,8.0,-1.178,53.1312,12600.0
1786,2011,NG18 5,NG18 5,Total,7836,3895,3941,7743,93,75,316.69,24.7,-1.20797,53.1387,8848.0
1787,2011,NG19 0,NG19 0,Total,11328,5515,5813,11260,68,109,522.01,21.7,-1.16125,53.1552,11260.0
1788,2011,NG19 6,NG19 6,Total,11773,5702,6071,11702,71,57,305.79,38.5,-1.22041,53.1477,11317.0
1789,2011,NG19 7,NG19 7,Total,9163,4471,4692,9032,131,77,964.14,9.5,-1.22143,53.1609,8958.0
1790,2011,NG19 8,NG19 8,Total,10182,4965,5217,10108,74,76,1088.96,9.4,-1.20222,53.1718,10314.0
1791,2011,NG19 9,NG19 9,Total,9830,4873,4957,9819,11,125,428.26,23.0,-1.18238,53.1642,9814.0
1792,2011,NG20 0,NG20 0,Total,9264,4529,4735,9171,93,68,2129.39,4.4,-1.1528,53.2031,9195.0
1793,2011,NG20 8,NG20 8,Total,9976,4825,5151,9878,98,42,1113.3,9.0,-1.21539,53.2022,9947.0
1794,2011,NG20 9,NG20 9,Total,6950,3440,3510,6862,88,33,2192.73,3.2,-1.1831,53.2239,7105.0
1795,2011,NG21 0,NG21 0,Total,12150,5948,6202,11981,169,90,2578.12,4.7,-1.12022,53.1119,12177.0
1796,2011,NG21 9,NG21 9,Total,10031,4882,5149,9882,149,87,3494.8,2.9,-1.09132,53.1796,9941.0
1797,2011,NG22 0,NG22 0,Total,6804,3347,3457,6767,37,129,13192.88,0.5,-0.898275,53.2137,6639.0
1798,2011,NG22 8,NG22 8,Total,7649,3798,3851,7535,114,122,6450.32,1.2,-1.00898,53.1125,7761.0
1799,2011,NG22 9,NG22 9,Total,11840,5845,5995,11723,117,106,6097.92,1.9,-0.998927,53.2043,11756.0
1800,2011,NG23 5,NG23 5,Total,7164,3481,3683,7123,41,169,12187.02,0.6,-0.811193,53.0315,7212.0
1801,2011,NG23 6,NG23 6,Total,5345,2624,2721,5330,15,111,9023.71,0.6,-0.830668,53.1532,5523.0
1802,2011,NG23 7,NG23 7,Total,4736,2343,2393,4662,74,65,8399.13,0.6,-0.751576,53.1703,4700.0
1803,2011,NG24 1,NG24 1,Total,6771,3399,3372,6723,48,44,460.22,14.7,-0.806127,53.0764,7186.0
1804,2011,NG24 2,NG24 2,Total,10382,5133,5249,10296,86,135,2351.56,4.4,-0.78172,53.0824,10279.0
1805,2011,NG24 3,NG24 3,Total,13627,6659,6968,13565,62,139,3088.37,4.4,-0.791196,53.055,13533.0
1806,2011,NG24 4,NG24 4,Total,14025,6729,7296,13843,182,122,480.22,29.2,-0.815906,53.0665,13770.0
1807,2011,NG25 0,NG25 0,Total,8913,4208,4705,8548,365,239,5087.61,1.8,-0.95101,53.0741,8993.0
1808,2011,NG31 6,NG31 6,Total,3510,1754,1756,3455,55,23,127.26,27.6,-0.640687,52.9101,3828.0
1809,2011,NG31 7,NG31 7,Total,13714,6658,7056,13697,17,123,773.07,17.7,-0.648716,52.9046,13838.0
1810,2011,NG31 8,NG31 8,Total,13855,6676,7179,13639,216,271,2485.55,5.6,-0.653935,52.9224,13611.0
1811,2011,NG31 9,NG31 9,Total,13262,6405,6857,13087,175,145,1792.43,7.4,-0.622224,52.918,13002.0
1812,2011,NG32 1,NG32 1,Total,4215,2055,2160,4196,19,70,7881.43,0.5,-0.723073,52.8892,4497.0
1813,2011,NG32 2,NG32 2,Total,3505,1721,1784,3505,0,86,8102.22,0.4,-0.66544,52.9637,3670.0
1814,2011,NG32 3,NG32 3,Total,4708,2306,2402,4678,30,78,9099.96,0.5,-0.566719,52.992,4825.0
1815,2011,NG33 4,NG33 4,Total,4789,2342,2447,4789,0,138,15449.51,0.3,-0.529413,52.8272,4701.0
1816,2011,NG33 5,NG33 5,Total,5070,2541,2529,5069,1,76,11351.05,0.4,-0.636684,52.8152,5008.0
1817,2011,NG34 0,NG34 0,Total,5926,2848,3078,5895,31,102,15874.84,0.4,-0.370517,52.9137,5979.0
1818,2011,NG34 7,NG34 7,Total,12895,6202,6693,12775,120,171,845.29,15.3,-0.411543,52.9965,13093.0
1819,2011,NG34 8,NG34 8,Total,11199,5550,5649,10983,216,190,12480.96,0.9,-0.439926,53.0093,10767.0
1820,2011,NG34 9,NG34 9,Total,11182,5445,5737,11075,107,139,10934.98,1.0,-0.344174,53.0114,10990.0
1821,2011,NN10 0,NN10 0,Total,13451,6647,6804,13289,162,129,935.91,14.4,-0.590516,52.2878,13482.0
1822,2011,NN10 6,NN10 6,Total,5632,2763,2869,5493,139,57,406.25,13.9,-0.608711,52.2967,4928.0
1823,2011,NN10 8,NN10 8,Total,8083,3988,4095,8020,63,77,854.76,9.5,-0.595247,52.3065,8256.0
1824,2011,NN10 9,NN10 9,Total,11065,5450,5615,11015,50,85,898.58,12.3,-0.606333,52.2892,11611.0
1825,2011,NN11 0,NN11 0,Total,5373,2666,2707,5373,0,62,230.21,23.3,-1.16174,52.2727,5024.0
1826,2011,NN11 2,NN11 2,Total,1313,629,684,1313,0,42,2804.04,0.5,-1.13464,52.2792,1244.0
1827,2011,NN11 3,NN11 3,Total,6290,3124,3166,6232,58,151,9018.15,0.7,-1.18892,52.1914,6222.0
1828,2011,NN11 4,NN11 4,Total,11581,5681,5900,11400,181,100,871.11,13.3,-1.16006,52.2548,11630.0
1829,2011,NN11 6,NN11 6,Total,3054,1522,1532,3028,26,90,5408.2,0.6,-1.21336,52.1955,3130.0
1830,2011,NN11 7,NN11 7,Total,1759,862,897,1759,0,24,1318.26,1.3,-1.19327,52.2835,1751.0
1831,2011,NN11 8,NN11 8,Total,1488,752,736,1488,0,20,190.42,7.8,-1.17678,52.2741,1659.0
1832,2011,NN11 9,NN11 9,Total,6584,3249,3335,6584,0,45,177.73,37.0,-1.17108,52.264,6781.0
1833,2011,NN12 6,NN12 6,Total,7603,3773,3830,7570,33,120,1092.94,7.0,-0.986622,52.1261,7662.0
1834,2011,NN12 7,NN12 7,Total,6189,3079,3110,6125,64,131,4806.34,1.3,-0.956804,52.1184,6271.0
1835,2011,NN12 8,NN12 8,Total,9235,4650,4585,9155,80,285,14186.95,0.7,-1.03734,52.1368,9114.0
1836,2011,NN13 5,NN13 5,Total,5528,2764,2764,5425,103,156,12922.45,0.4,-1.1449,52.0318,5583.0
1837,2011,NN13 6,NN13 6,Total,10250,5126,5124,10146,104,195,1963.55,5.2,-1.15226,52.0362,9731.0
1838,2011,NN13 7,NN13 7,Total,2950,1443,1507,2908,42,39,160.76,18.4,-1.14376,52.029,3208.0
1839,2011,NN14 1,NN14 1,Total,10009,4881,5128,9990,19,162,8457.58,1.2,-0.747565,52.3997,10184.0
1840,2011,NN14 2,NN14 2,Total,10697,5251,5446,10549,148,113,967.53,11.1,-0.807989,52.4339,10760.0
1841,2011,NN14 3,NN14 3,Total,4349,2175,2174,4317,32,108,10929.44,0.4,-0.582506,52.4215,4167.0
1842,2011,NN14 4,NN14 4,Total,10520,5256,5264,10442,78,170,5264.21,2.0,-0.573524,52.3884,10462.0
1843,2011,NN14 6,NN14 6,Total,7694,3752,3942,7688,6,83,1372.17,5.6,-0.795099,52.4206,7634.0
1844,2011,NN15 5,NN15 5,Total,14736,7196,7540,14704,32,210,1478.11,10.0,-0.68709,52.3768,15105.0
1845,2011,NN15 6,NN15 6,Total,13282,6476,6806,13109,173,177,618.09,21.5,-0.711565,52.3846,12749.0
1846,2011,NN15 7,NN15 7,Total,5947,2927,3020,5872,75,90,215.86,27.6,-0.727127,52.3948,6601.0
1847,2011,NN16 0,NN16 0,Total,7566,3706,3860,7478,88,56,189.06,40.0,-0.71687,52.4011,7254.0
1848,2011,NN16 8,NN16 8,Total,7921,4037,3884,7792,129,64,257.26,30.8,-0.72951,52.4029,7547.0
1849,2011,NN16 9,NN16 9,Total,14656,7223,7433,14394,262,167,1483.23,9.9,-0.722042,52.4103,14921.0
1850,2011,NN17 1,NN17 1,Total,9666,4818,4848,9577,89,76,794.22,12.2,-0.690196,52.4936,9748.0
1851,2011,NN17 2,NN17 2,Total,12295,6014,6281,12239,56,93,277.83,44.3,-0.711214,52.5002,12325.0
1852,2011,NN17 3,NN17 3,Total,4163,2085,2078,4078,85,67,7794.29,0.5,-0.638922,52.5163,4034.0
1853,2011,NN17 4,NN17 4,Total,585,274,311,585,0,2,186.96,3.1,-0.690256,52.5052,541.0
1854,2011,NN18 0,NN18 0,Total,8803,4290,4513,8792,11,81,213.83,41.2,-0.719513,52.4863,9280.0
1855,2011,NN18 8,NN18 8,Total,14719,7317,7402,14669,50,135,2009.85,7.3,-0.698838,52.475,14391.0
1856,2011,NN18 9,NN18 9,Total,9389,4569,4820,9383,6,81,271.92,34.5,-0.71764,52.4777,9046.0
1857,2011,NN29 7,NN29 7,Total,11520,5717,5803,11378,142,130,6358.71,1.8,-0.665428,52.2627,11532.0
1858,2011,NR10 3,NR10 3,Total,10594,5227,5367,10435,159,99,3818.62,2.8,1.27826,52.6957,10524.0
1859,2011,NR10 4,NR10 4,Total,5573,2746,2827,5555,18,86,6839.72,0.8,1.14857,52.753,5559.0
1860,2011,NR10 5,NR10 5,Total,6645,3625,3020,6023,622,63,6322.77,1.1,1.30783,52.7635,6678.0
1861,2011,NR11 6,NR11 6,Total,7772,3726,4046,7703,69,122,8226.56,0.9,1.23247,52.7988,7649.0
1862,2011,NR11 7,NR11 7,Total,2976,1477,1499,2976,0,59,7912.33,0.4,1.23121,52.8505,3097.0
1863,2011,NR11 8,NR11 8,Total,6933,3361,3572,6851,82,121,6206.79,1.1,1.35875,52.8844,6790.0
1864,2011,NR12 0,NR12 0,Total,4503,2215,2288,4430,73,36,5583.9,0.8,1.53019,52.8058,4708.0
