,date,Postcode,geography code,Rural Urban,Variable: All usual residents; measures: Value,Variable: Males; measures: Value,Variable: Females; measures: Value,Variable: Lives in a household; measures: Value,Variable: Lives in a communal establishment; measures: Value,Variable: Schoolchild or full-time student aged 4 and over at their non term-time address; measures: Value,Variable: Area (Hectares); measures: Value,Variable: Density (number of persons per hectare); measures: Value,Longitude,Latitude,Population
1048,2011,GL50 2,GL50 2,Total,8317,4152,4165,7777,540,178,160.88,51.7,-2.0861,51.893,7796.0
1049,2011,GL50 3,GL50 3,Total,4247,1875,2372,3394,853,29,68.09,62.4,-2.08213,51.9017,4782.0
1050,2011,GL50 4,GL50 4,Total,8925,4328,4597,8770,155,108,346.26,25.8,-2.07875,51.9095,8802.0
1051,2011,GL51 0,GL51 0,Total,11984,5818,6166,11861,123,79,1463.43,8.2,-2.118,51.9079,11945.0
1052,2011,GL51 3,GL51 3,Total,10060,4839,5221,10042,18,146,226.53,44.4,-2.10463,51.8862,10275.0
1053,2011,GL51 4,GL51 4,Total,2413,1149,1264,2337,76,38,1359.32,1.8,-2.1134,51.8712,2300.0
1054,2011,GL51 6,GL51 6,Total,7961,3897,4064,7589,372,148,423.77,18.8,-2.11754,51.8926,8035.0
1055,2011,GL51 7,GL51 7,Total,6501,3182,3319,6409,92,50,105.02,61.9,-2.10879,51.9023,6874.0
1056,2011,GL51 8,GL51 8,Total,6893,3526,3367,6802,91,68,162.84,42.3,-2.09668,51.9036,6104.0
1057,2011,GL51 9,GL51 9,Total,5708,2773,2935,5543,165,54,1406.46,4.1,-2.09562,51.915,5931.0
1058,2011,GL52 2,GL52 2,Total,4640,2427,2213,4619,21,37,84.25,55.1,-2.06987,51.9033,5171.0
1059,2011,GL52 3,GL52 3,Total,5567,2615,2952,5242,325,116,1560.8,3.6,-2.05571,51.9162,5401.0
1060,2011,GL52 5,GL52 5,Total,8768,4250,4518,8751,17,94,1411.98,6.2,-2.0504,51.9065,8380.0
1061,2011,GL52 6,GL52 6,Total,9425,4688,4737,9304,121,186,695.75,13.5,-2.05814,51.8947,9187.0
1062,2011,GL52 7,GL52 7,Total,1538,731,807,1538,0,34,1062.85,1.4,-2.08781,51.9475,1544.0
1063,2011,GL52 8,GL52 8,Total,9509,4505,5004,9463,46,129,719.4,13.2,-2.06423,51.9406,9426.0
1064,2011,GL52 9,GL52 9,Total,3818,1843,1975,3818,0,98,1610.83,2.4,-2.05263,51.9462,3853.0
1065,2011,GL53 0,GL53 0,Total,4129,1984,2145,4095,34,97,181.59,22.7,-2.08278,51.8827,4522.0
1066,2011,GL53 7,GL53 7,Total,6185,3099,3086,5688,497,152,194.07,31.9,-2.07374,51.8921,5719.0
1067,2011,GL53 8,GL53 8,Total,5344,2530,2814,5226,118,108,477.48,11.2,-2.05315,51.8833,5180.0
1068,2011,GL53 9,GL53 9,Total,4097,1941,2156,3946,151,108,3503.29,1.2,-2.06447,51.8669,4547.0
1069,2011,GL54 1,GL54 1,Total,2982,1414,1568,2914,68,47,4209.62,0.7,-1.74124,51.9274,2894.0
1070,2011,GL54 2,GL54 2,Total,5513,2650,2863,5459,54,121,4556.8,1.2,-1.78214,51.8865,5643.0
1071,2011,GL54 3,GL54 3,Total,3687,1763,1924,3635,52,113,13152.04,0.3,-1.85674,51.8445,3619.0
1072,2011,GL54 4,GL54 4,Total,2905,1467,1438,2900,5,89,9173.26,0.3,-1.96223,51.855,2930.0
1073,2011,GL54 5,GL54 5,Total,7059,3439,3620,7049,10,155,14726.16,0.5,-1.96431,51.9479,7164.0
1074,2011,GL55 6,GL55 6,Total,5422,2570,2852,5335,87,99,7805.66,0.7,-1.77086,52.0625,5175.0
1075,2011,GL56 0,GL56 0,Total,5159,2444,2715,5113,46,116,6935.34,0.7,-1.68909,51.977,5125.0
1076,2011,GL56 9,GL56 9,Total,3244,1555,1689,3233,11,58,6156.83,0.5,-1.72581,52.0098,3440.0
1077,2011,GU10 1,GU10 1,Total,4581,2227,2354,4567,14,83,1499.46,3.1,-0.744064,51.2231,4941.0
1078,2011,GU10 2,GU10 2,Total,2887,1431,1456,2757,130,120,2482.55,1.2,-0.77057,51.1626,2928.0
1079,2011,GU10 3,GU10 3,Total,4437,2257,2180,4179,258,150,1229.17,3.6,-0.792399,51.1895,4220.0
1080,2011,GU10 4,GU10 4,Total,6553,3238,3315,6513,40,181,1342.19,4.9,-0.8179,51.1889,6529.0
1081,2011,GU10 5,GU10 5,Total,3780,1767,2013,3599,181,115,3344.03,1.1,-0.849714,51.2206,3966.0
1082,2011,GU11 1,GU11 1,Total,6271,3143,3128,6238,33,57,806.88,7.8,-0.765345,51.2493,6880.0
1083,2011,GU11 2,GU11 2,Total,4626,2790,1836,3364,1262,88,883.34,5.2,-0.752023,51.2617,4361.0
1084,2011,GU11 3,GU11 3,Total,12395,6048,6347,12191,204,129,235.08,52.7,-0.765574,51.243,12654.0
1085,2011,GU12 4,GU12 4,Total,14535,7237,7298,14529,6,98,285.46,50.9,-0.747711,51.2458,14011.0
1086,2011,GU12 5,GU12 5,Total,7763,3848,3915,7706,57,74,547.84,14.2,-0.726387,51.265,7817.0
1087,2011,GU12 6,GU12 6,Total,9181,4520,4661,9153,28,76,500.51,18.3,-0.721111,51.2469,9110.0
1088,2011,GU14 0,GU14 0,Total,8039,3959,4080,8030,9,101,304.6,26.4,-0.774225,51.2888,7878.0
1089,2011,GU14 6,GU14 6,Total,9418,4722,4696,9153,265,100,421.58,22.3,-0.748579,51.2792,9129.0
1090,2011,GU14 7,GU14 7,Total,6129,3022,3107,6104,25,96,204.04,30.0,-0.752726,51.289,6441.0
1091,2011,GU14 8,GU14 8,Total,16241,7928,8313,16230,11,195,412.58,39.4,-0.75957,51.3007,16030.0
1092,2011,GU14 9,GU14 9,Total,15167,7454,7713,15167,0,193,323.57,46.9,-0.779583,51.3022,15696.0
1093,2011,GU15 1,GU15 1,Total,9935,4864,5071,9852,83,241,401.61,24.7,-0.723226,51.3333,9947.0
1094,2011,GU15 2,GU15 2,Total,9561,4736,4825,9392,169,207,451.08,21.2,-0.747811,51.3294,9937.0
1095,2011,GU15 3,GU15 3,Total,6729,3374,3355,6606,123,116,268.34,25.1,-0.75437,51.3347,6615.0
1096,2011,GU15 4,GU15 4,Total,8553,4493,4060,7711,842,102,715.4,12.0,-0.761101,51.3477,8509.0
1097,2011,GU16 6,GU16 6,Total,10274,5164,5110,9981,293,170,1196.99,8.6,-0.723924,51.3038,10094.0
1098,2011,GU16 7,GU16 7,Total,2067,1016,1051,1963,104,22,96.62,21.4,-0.749788,51.3176,2203.0
1099,2011,GU16 8,GU16 8,Total,7653,3768,3885,7653,0,141,206.15,37.1,-0.734308,51.3194,7301.0
1100,2011,GU16 9,GU16 9,Total,3773,1866,1907,3750,23,105,103.59,36.4,-0.725175,51.3182,3976.0
1101,2011,GU17 0,GU17 0,Total,7195,3588,3607,7195,0,80,266.6,27.0,-0.787601,51.3337,7252.0
1102,2011,GU17 9,GU17 9,Total,3906,1965,1941,3692,214,43,1154.45,3.4,-0.786206,51.3231,3632.0
1103,2011,GU18 5,GU18 5,Total,6791,3307,3484,6756,35,147,419.06,16.2,-0.66317,51.3475,6891.0
1104,2011,GU19 5,GU19 5,Total,5592,2791,2801,5508,84,89,865.13,6.5,-0.689643,51.3591,5618.0
1105,2011,GU20 6,GU20 6,Total,4392,2185,2207,4329,63,150,955.33,4.6,-0.657061,51.3677,4329.0
1106,2011,GU21 2,GU21 2,Total,11651,5780,5871,11563,88,168,480.52,24.2,-0.614673,51.3177,11649.0
1107,2011,GU21 3,GU21 3,Total,11100,5392,5708,11096,4,123,197.83,56.1,-0.583089,51.319,11044.0
1108,2011,GU21 4,GU21 4,Total,9883,4849,5034,9750,133,258,735.14,13.4,-0.566267,51.3253,9768.0
1109,2011,GU21 5,GU21 5,Total,8575,4384,4191,8564,11,90,228.15,37.6,-0.543288,51.3264,9150.0
1110,2011,GU21 6,GU21 6,Total,2317,1228,1089,2312,5,21,63.99,36.2,-0.561468,51.3186,2264.0
1111,2011,GU21 7,GU21 7,Total,2064,1012,1052,2024,40,34,68.37,30.2,-0.585178,51.3129,2169.0
1112,2011,GU21 8,GU21 8,Total,4148,2043,2105,4148,0,58,99.49,41.7,-0.59639,51.3132,4199.0
1113,2011,GU22 0,GU22 0,Total,6979,3399,3580,6909,70,191,1174.72,5.9,-0.57427,51.3052,6261.0
1114,2011,GU22 7,GU22 7,Total,8866,4475,4391,8684,182,165,367.09,24.2,-0.556236,51.3153,8950.0
1115,2011,GU22 8,GU22 8,Total,9655,4817,4838,9521,134,179,700.85,13.8,-0.528168,51.3211,9924.0
1116,2011,GU22 9,GU22 9,Total,7900,3988,3912,7823,77,109,540.65,14.6,-0.553297,51.3044,7940.0
1117,2011,GU23 6,GU23 6,Total,3842,1885,1957,3799,43,70,2183.73,1.8,-0.499613,51.3008,3673.0
1118,2011,GU23 7,GU23 7,Total,3027,1389,1638,2753,274,73,1099.67,2.8,-0.530673,51.2922,3191.0
1119,2011,GU24 0,GU24 0,Total,4963,2690,2273,4456,507,79,2139.06,2.3,-0.644544,51.2999,4951.0
1120,2011,GU24 8,GU24 8,Total,4224,2059,2165,4162,62,104,2542.97,1.7,-0.602058,51.3514,4260.0
1121,2011,GU24 9,GU24 9,Total,8658,4578,4080,7948,710,186,1818.16,4.8,-0.634307,51.3302,8350.0
1122,2011,GU25 4,GU25 4,Total,5448,2659,2789,5310,138,188,1038.64,5.2,-0.570556,51.4013,5712.0
1123,2011,GU26 6,GU26 6,Total,7475,3583,3892,6913,562,182,1479.59,5.1,-0.746127,51.1102,7355.0
1124,2011,GU27 1,GU27 1,Total,6763,3233,3530,6612,151,158,865.23,7.8,-0.729755,51.0906,6915.0
1125,2011,GU27 2,GU27 2,Total,5039,2398,2641,4999,40,142,585.07,8.6,-0.708974,51.092,4391.0
1126,2011,GU27 3,GU27 3,Total,5923,2913,3010,5663,260,210,4742.76,1.2,-0.722964,51.0695,6504.0
1127,2011,GU28 0,GU28 0,Total,3772,1778,1994,3573,199,99,5287.08,0.7,-0.626357,50.9735,3969.0
1128,2011,GU28 9,GU28 9,Total,2878,1410,1468,2874,4,81,6172.41,0.5,-0.634724,51.0159,2812.0
1129,2011,GU29 0,GU29 0,Total,3206,1539,1667,3175,31,125,8110.19,0.4,-0.75473,50.9839,2845.0
1130,2011,GU29 9,GU29 9,Total,5888,2728,3160,5824,64,86,410.06,14.4,-0.741782,50.9849,6260.0
1131,2011,GU30 7,GU30 7,Total,9081,4410,4671,8974,107,273,4617.34,2.0,-0.80394,51.0758,9268.0
1132,2011,GU31 4,GU31 4,Total,7643,3613,4030,7602,41,164,590.36,12.9,-0.929272,51.0036,7484.0
1133,2011,GU31 5,GU31 5,Total,3580,1770,1810,3562,18,154,7997.69,0.4,-0.884374,50.9908,3542.0
1134,2011,GU32 1,GU32 1,Total,3312,1633,1679,3248,64,135,7219.99,0.5,-1.01248,51.0108,3269.0
1135,2011,GU32 2,GU32 2,Total,3833,1823,2010,3387,446,119,1071.11,3.6,-0.935211,51.0131,3918.0
1136,2011,GU32 3,GU32 3,Total,4824,2307,2517,4788,36,56,359.76,13.4,-0.944389,51.0041,4927.0
1137,2011,GU33 6,GU33 6,Total,1935,958,977,1907,28,61,3257.89,0.6,-0.904715,51.0632,1938.0
1138,2011,GU33 7,GU33 7,Total,6507,3040,3467,6151,356,125,1502.37,4.3,-0.886975,51.0397,6465.0
1139,2011,GU34 1,GU34 1,Total,6437,3064,3373,6399,38,105,1313.79,4.9,-0.98023,51.1464,6107.0
1140,2011,GU34 2,GU34 2,Total,10206,5021,5185,10045,161,130,382.04,26.7,-0.971596,51.1533,10448.0
1141,2011,GU34 3,GU34 3,Total,2480,1231,1249,2480,0,100,7466.17,0.3,-0.973125,51.0998,2687.0
1142,2011,GU34 4,GU34 4,Total,3912,1919,1993,3689,223,158,5165.83,0.8,-0.949201,51.1649,3867.0
1143,2011,GU34 5,GU34 5,Total,6748,3321,3427,6669,79,191,4023.4,1.7,-1.04032,51.1295,6775.0
1144,2011,GU35 0,GU35 0,Total,11209,5647,5562,10881,328,155,1432.66,7.8,-0.856106,51.1168,11146.0
1145,2011,GU35 8,GU35 8,Total,5613,2734,2879,5570,43,126,1955.02,2.9,-0.819041,51.1194,5262.0
1146,2011,GU35 9,GU35 9,Total,6246,3131,3115,6236,10,108,2506.29,2.5,-0.873091,51.1137,6272.0
1147,2011,GU46 6,GU46 6,Total,11356,5558,5798,11354,2,219,599.14,19.0,-0.824231,51.3364,11305.0
1148,2011,GU46 7,GU46 7,Total,3473,1685,1788,3473,0,66,272.44,12.7,-0.823892,51.343,3518.0
1149,2011,GU47 0,GU47 0,Total,10693,5279,5414,10671,22,176,512.71,20.9,-0.781671,51.3478,10643.0
1150,2011,GU47 8,GU47 8,Total,4389,2149,2240,4265,124,94,284.65,15.4,-0.805316,51.3505,4350.0
1151,2011,GU47 9,GU47 9,Total,3780,1863,1917,3743,37,47,177.39,21.3,-0.79551,51.3464,3867.0
1152,2011,GU51 1,GU51 1,Total,5183,2576,2607,5183,0,59,174.73,29.7,-0.853066,51.2926,5204.0
1153,2011,GU51 2,GU51 2,Total,2542,1305,1237,2542,0,53,521.54,4.9,-0.82789,51.2936,2538.0
1154,2011,GU51 3,GU51 3,Total,8538,4276,4262,8507,31,179,301.17,28.3,-0.832226,51.2815,8232.0
1155,2011,GU51 4,GU51 4,Total,4047,1889,2158,3858,189,124,275.3,14.7,-0.844699,51.284,4279.0
1156,2011,GU51 5,GU51 5,Total,3294,1618,1676,3294,0,63,435.5,7.6,-0.856213,51.276,3145.0
1157,2011,GU52 0,GU52 0,Total,2469,1222,1247,2469,0,35,52.17,47.3,-0.84797,51.2611,2420.0
1158,2011,GU52 6,GU52 6,Total,7574,3659,3915,7479,95,134,343.4,22.1,-0.838048,51.267,7203.0
1159,2011,GU52 7,GU52 7,Total,3257,1637,1620,3257,0,88,101.35,32.1,-0.838287,51.2738,3692.0
1160,2011,GU52 8,GU52 8,Total,2653,1317,1336,2653,0,55,623.08,4.3,-0.833654,51.2605,2753.0
1161,2011,HP10 0,HP10 0,Total,5261,2507,2754,5230,31,74,515.38,10.2,-0.697088,51.5947,5486.0
1162,2011,HP10 8,HP10 8,Total,5683,2770,2913,5658,25,195,695.62,8.2,-0.715221,51.6337,5665.0
1163,2011,HP10 9,HP10 9,Total,8021,3905,4116,8015,6,166,745.08,10.8,-0.716789,51.6068,8244.0
1164,2011,HP11 1,HP11 1,Total,7739,3605,4134,6997,742,152,540.62,14.3,-0.734739,51.6196,8012.0
1165,2011,HP11 2,HP11 2,Total,5766,2967,2799,5368,398,76,141.11,40.9,-0.75765,51.6296,6217.0
1166,2011,HP12 3,HP12 3,Total,12382,6365,6017,12359,23,146,232.22,53.3,-0.773762,51.6265,11913.0
1167,2011,HP12 4,HP12 4,Total,10440,5145,5295,10314,126,138,819.93,12.7,-0.784427,51.6235,10235.0
1168,2011,HP13 5,HP13 5,Total,13988,7005,6983,13596,392,235,697.42,20.1,-0.758298,51.6393,14530.0
1169,2011,HP13 6,HP13 6,Total,11272,5719,5553,11106,166,180,219.84,51.3,-0.741812,51.632,11424.0
1170,2011,HP13 7,HP13 7,Total,17799,8782,9017,17796,3,156,431.1,41.3,-0.724473,51.6278,16862.0
1171,2011,HP14 3,HP14 3,Total,9439,4673,4766,9407,32,189,4394.71,2.1,-0.851654,51.6376,9568.0
1172,2011,HP14 4,HP14 4,Total,8284,4168,4116,8003,281,268,3636.7,2.3,-0.795196,51.6619,7797.0
1173,2011,HP15 6,HP15 6,Total,8171,3960,4211,8141,30,195,1253.64,6.5,-0.718161,51.6596,8255.0
1174,2011,HP15 7,HP15 7,Total,9257,4477,4780,9183,74,190,398.75,23.2,-0.716345,51.648,9239.0
1175,2011,HP16 0,HP16 0,Total,6965,3367,3598,6891,74,223,1658.63,4.2,-0.718756,51.6964,7202.0
1176,2011,HP16 9,HP16 9,Total,4881,2371,2510,4866,15,173,3168.97,1.5,-0.718656,51.7099,4754.0
1177,2011,HP17 0,HP17 0,Total,1148,563,585,1148,0,30,1758.35,0.7,-0.811002,51.7218,954.0
1178,2011,HP17 8,HP17 8,Total,7994,3854,4140,7895,99,194,4359.29,1.8,-0.886919,51.7824,8230.0
1179,2011,HP17 9,HP17 9,Total,902,458,444,902,0,19,1306.66,0.7,-0.843519,51.7295,459.0
1180,2011,HP18 0,HP18 0,Total,6218,3280,2938,5701,517,159,8844.23,0.7,-0.91821,51.8374,6287.0
1181,2011,HP18 9,HP18 9,Total,7304,3610,3694,7268,36,193,9146.25,0.8,-1.01334,51.7927,7247.0
1182,2011,HP19 0,HP19 0,Total,2343,1157,1186,2296,47,29,127.12,18.4,-0.805744,51.8298,2343.0
1183,2011,HP19 7,HP19 7,Total,6998,3491,3507,6998,0,50,131.27,53.3,-0.836577,51.816,6645.0
1184,2011,HP19 8,HP19 8,Total,3522,1768,1754,3400,122,30,965.41,3.6,-0.829217,51.8205,3867.0
1185,2011,HP19 9,HP19 9,Total,10894,5333,5561,10824,70,109,617.04,17.7,-0.823968,51.8272,10784.0
1186,2011,HP20 1,HP20 1,Total,8042,4130,3912,7648,394,78,198.33,40.5,-0.800882,51.818,8474.0
1187,2011,HP20 2,HP20 2,Total,6866,3437,3429,6855,11,59,130.13,52.8,-0.809873,51.8214,6274.0
1188,2011,HP21 7,HP21 7,Total,9634,4835,4799,9543,91,170,239.3,40.3,-0.79662,51.81,9272.0
1189,2011,HP21 8,HP21 8,Total,13165,6488,6677,13092,73,126,243.93,54.0,-0.818816,51.8082,13103.0
1190,2011,HP21 9,HP21 9,Total,10556,5184,5372,10496,60,138,248.45,42.5,-0.80258,51.8016,11118.0
1191,2011,HP22 4,HP22 4,Total,5170,2523,2647,5120,50,140,6760.6,0.8,-0.812275,51.8541,5340.0
1192,2011,HP22 5,HP22 5,Total,13431,6526,6905,13064,367,325,5009.75,2.7,-0.750267,51.7957,13429.0
1193,2011,HP22 6,HP22 6,Total,6097,2896,3201,5959,138,110,1776.92,3.4,-0.743681,51.7646,6215.0
1194,2011,HP23 4,HP23 4,Total,6051,2929,3122,6003,48,157,2955.33,2.0,-0.673829,51.8034,6181.0
1195,2011,HP23 5,HP23 5,Total,8076,3943,4133,7888,188,199,1614.15,5.0,-0.653012,51.7976,7795.0
1196,2011,HP23 6,HP23 6,Total,3332,1589,1743,3324,8,105,1998.26,1.7,-0.65948,51.7805,3623.0
1197,2011,HP27 0,HP27 0,Total,6429,3041,3388,6293,136,143,1541.5,4.2,-0.818953,51.7146,6338.0
1198,2011,HP27 9,HP27 9,Total,5782,2842,2940,5720,62,129,2767.55,2.1,-0.843293,51.7273,6151.0
1199,2011,HU10 6,HU10 6,Total,10910,5236,5674,10825,85,121,633.52,17.2,-0.435152,53.7514,11051.0
1200,2011,HU10 7,HU10 7,Total,8147,3981,4166,8030,117,132,812.91,10.0,-0.446753,53.7461,8179.0
1201,2011,HU11 4,HU11 4,Total,8099,4003,4096,8066,33,76,10587.88,0.8,-0.210032,53.8026,8417.0
1202,2011,HU11 5,HU11 5,Total,3759,1836,1923,3759,0,52,5376.98,0.7,-0.271636,53.8667,3944.0
1203,2011,HU12 0,HU12 0,Total,5444,2724,2720,5305,139,41,14255.14,0.4,-0.0135188,53.6926,5417.0
1204,2011,HU12 8,HU12 8,Total,11081,5339,5742,10918,163,124,4152.31,2.7,-0.210593,53.7424,11222.0
1205,2011,HU12 9,HU12 9,Total,9071,4539,4532,9035,36,101,7808.41,1.2,-0.151242,53.7292,8851.0
1206,2011,HU13 0,HU13 0,Total,7464,3570,3894,7156,308,132,414.96,18.0,-0.443103,53.7239,7404.0
1207,2011,HU13 9,HU13 9,Total,7536,3652,3884,7507,29,72,157.08,48.0,-0.42898,53.7266,7669.0
1208,2011,HU14 3,HU14 3,Total,8278,4073,4205,8206,72,190,2452.28,3.4,-0.493353,53.7282,8251.0
1209,2011,HU15 1,HU15 1,Total,13163,6793,6370,12397,766,194,3343.16,3.9,-0.573685,53.7348,12878.0
1210,2011,HU15 2,HU15 2,Total,10984,5361,5623,10898,86,181,6206.85,1.8,-0.664675,53.7603,11337.0
1211,2011,HU16 4,HU16 4,Total,6799,3192,3607,6591,208,111,568.95,12.0,-0.407767,53.7821,6506.0
1212,2011,HU16 5,HU16 5,Total,9667,4705,4962,8401,1266,170,2434.23,4.0,-0.432153,53.7809,9893.0
1213,2011,HU17 0,HU17 0,Total,10226,4982,5244,10169,57,92,1740.04,5.9,-0.412358,53.8392,10164.0
1214,2011,HU17 5,HU17 5,Total,2673,1316,1357,2665,8,34,2257.6,1.2,-0.317161,53.8889,2664.0
1215,2011,HU17 7,HU17 7,Total,8731,4275,4456,8549,182,243,6863.06,1.3,-0.456245,53.8598,9019.0
1216,2011,HU17 8,HU17 8,Total,11492,5464,6028,11099,393,268,3742.55,3.1,-0.445858,53.8343,11296.0
1217,2011,HU17 9,HU17 9,Total,10377,5024,5353,10238,139,136,2617.89,4.0,-0.416951,53.8492,10372.0
1218,2011,HU18 1,HU18 1,Total,8774,4234,4540,8564,210,108,2483.57,3.5,-0.170218,53.9087,8603.0
1219,2011,HU19 2,HU19 2,Total,7135,3558,3577,6953,182,44,3428.71,2.1,0.0341275,53.7233,7120.0
1220,2011,HU20 3,HU20 3,Total,1015,478,537,986,29,27,2599.86,0.4,-0.501818,53.7874,946.0
1221,2011,IG10 1,IG10 1,Total,6794,3319,3475,6735,59,142,464.76,14.6,0.0610629,51.6508,6884.0
1222,2011,IG10 2,IG10 2,Total,9211,4458,4753,9211,0,90,372.66,24.7,0.0759628,51.6555,9009.0
1223,2011,IG10 3,IG10 3,Total,10748,5108,5640,10725,23,99,412.58,26.1,0.0692928,51.6437,10918.0
1224,2011,IG10 4,IG10 4,Total,4774,2328,2446,4749,25,107,887.18,5.4,0.0484576,51.6447,4704.0
1225,2011,IG11 0,IG11 0,Total,9655,4727,4928,9655,0,77,629.17,15.3,0.106097,51.5271,9652.0
1226,2011,IG11 7,IG11 7,Total,15960,8101,7859,15862,98,139,133.78,119.3,0.083755,51.5335,16282.0
1227,2011,IG11 8,IG11 8,Total,8157,4358,3799,8145,12,60,93.11,87.6,0.0803808,51.54,8801.0
1228,2011,IG11 9,IG11 9,Total,19587,9696,9891,19555,32,207,264.97,73.9,0.0979324,51.5406,19116.0
1229,2011,IP10 0,IP10 0,Total,3058,1530,1528,3005,53,68,4553.44,0.7,1.283,52.0074,3209.0
1230,2011,IP11 0,IP11 0,Total,5306,2638,2668,5296,10,66,1578.75,3.4,1.31096,51.9864,5385.0
1231,2011,IP11 2,IP11 2,Total,8816,4328,4488,8700,116,67,564.49,15.6,1.32842,51.9633,8973.0
1232,2011,IP11 7,IP11 7,Total,6505,3036,3469,6181,324,125,179.63,36.2,1.34618,51.9665,6019.0
1233,2011,IP11 9,IP11 9,Total,8669,4133,4536,8648,21,115,934.07,9.3,1.34904,51.9746,8897.0
1234,2011,IP12 1,IP12 1,Total,6707,3166,3541,6646,61,123,648.44,10.3,1.32186,52.1003,6806.0
1235,2011,IP12 2,IP12 2,Total,5519,2669,2850,5470,49,89,9506.59,0.6,1.4487,52.1227,5488.0
1236,2011,IP12 3,IP12 3,Total,4811,2814,1997,3973,838,73,10717.99,0.4,1.40961,52.0634,4827.0
1237,2011,IP12 4,IP12 4,Total,7360,3489,3871,7225,135,166,2161.47,3.4,1.30248,52.0822,7223.0
1238,2011,IP13 0,IP13 0,Total,3992,1905,2087,3921,71,59,4944.86,0.8,1.36554,52.1566,4039.0
1239,2011,IP13 6,IP13 6,Total,4679,2322,2357,4674,5,134,5169.19,0.9,1.27839,52.1124,4549.0
1240,2011,IP13 7,IP13 7,Total,3095,1543,1552,3069,26,95,6684.26,0.5,1.2771,52.2158,3168.0
1241,2011,IP13 8,IP13 8,Total,2264,1124,1140,2258,6,54,5651.6,0.4,1.35678,52.2683,2131.0
1242,2011,IP13 9,IP13 9,Total,4102,1969,2133,3804,298,94,3757.74,1.1,1.34255,52.2192,4147.0
1243,2011,IP14 1,IP14 1,Total,9204,4467,4737,9065,139,104,330.57,27.8,0.989287,52.1903,9414.0
1244,2011,IP14 2,IP14 2,Total,6620,3244,3376,6587,33,100,2578.21,2.6,0.988919,52.1684,6776.0
1245,2011,IP14 3,IP14 3,Total,4545,2201,2344,4381,164,84,4453.54,1.0,0.954674,52.2047,4481.0
1246,2011,IP14 4,IP14 4,Total,5797,2910,2887,5767,30,103,5245.19,1.1,1.015,52.2391,5834.0
1247,2011,IP14 5,IP14 5,Total,8661,4301,4360,8656,5,114,5948.6,1.5,1.05722,52.2114,8429.0
1248,2011,IP14 6,IP14 6,Total,4176,2016,2160,4173,3,106,6911.54,0.6,1.17405,52.2091,4178.0
1249,2011,IP15 5,IP15 5,Total,2466,1115,1351,2424,42,32,968.83,2.5,1.59454,52.1591,2444.0
1250,2011,IP16 4,IP16 4,Total,6546,3166,3380,6417,129,75,3647.33,1.8,1.58357,52.2043,6560.0
1251,2011,IP17 1,IP17 1,Total,6407,3051,3356,6330,77,94,5125.54,1.3,1.49886,52.2004,6467.0
1252,2011,IP17 2,IP17 2,Total,2476,1237,1239,2476,0,48,5855.02,0.4,1.45839,52.2434,2521.0
1253,2011,IP17 3,IP17 3,Total,1901,911,990,1843,58,35,5472.99,0.3,1.55084,52.2688,1957.0
1254,2011,IP18 6,IP18 6,Total,4060,1840,2220,3946,114,62,2210.57,1.8,1.66873,52.3305,4055.0
1255,2011,IP19 0,IP19 0,Total,2364,1184,1180,2361,3,51,9381.13,0.3,1.43882,52.3458,2194.0
1256,2011,IP19 8,IP19 8,Total,5900,2805,3095,5826,74,64,1900.71,3.1,1.50983,52.3476,5921.0
1257,2011,IP19 9,IP19 9,Total,2017,1017,1000,1974,43,45,5653.02,0.4,1.54336,52.3214,1853.0
1258,2011,IP20 0,IP20 0,Total,2511,1234,1277,2511,0,27,5411.72,0.5,1.3494,52.4089,2511.0
1259,2011,IP20 9,IP20 9,Total,5281,2557,2724,5251,30,41,2743.9,1.9,1.29753,52.4041,5299.0
1260,2011,IP21 4,IP21 4,Total,6384,3210,3174,6333,51,81,8706.33,0.7,1.19514,52.391,6240.0
1261,2011,IP21 5,IP21 5,Total,4836,2389,2447,4809,27,79,9040.47,0.5,1.26908,52.3365,4814.0
1262,2011,IP22 1,IP22 1,Total,5374,2609,2765,5329,45,94,7297.79,0.7,1.02499,52.3517,5393.0
1263,2011,IP22 2,IP22 2,Total,5438,2717,2721,5419,19,85,11074.03,0.5,0.996918,52.392,5303.0
1264,2011,IP22 4,IP22 4,Total,8278,3990,4288,8209,69,57,574.82,14.4,1.11228,52.376,8241.0
1265,2011,IP22 5,IP22 5,Total,2786,1375,1411,2734,52,43,3162.61,0.9,1.11366,52.3957,2767.0
1266,2011,IP23 7,IP23 7,Total,4332,2097,2235,4311,21,80,6612.63,0.7,1.14925,52.3059,4317.0
1267,2011,IP23 8,IP23 8,Total,2678,1334,1344,2615,63,50,3528.52,0.8,1.08402,52.3182,2907.0
1268,2011,IP24 1,IP24 1,Total,9879,4882,4997,9856,23,81,8283.23,1.2,0.772839,52.4426,9829.0
1269,2011,IP24 2,IP24 2,Total,9897,4951,4946,9752,145,81,8686.27,1.1,0.762609,52.409,10191.0
1270,2011,IP24 3,IP24 3,Total,8049,3978,4071,8024,25,54,4056.75,2.0,0.730523,52.4067,7816.0
1271,2011,IP25 6,IP25 6,Total,11625,6144,5481,10583,1042,84,5960.84,2.0,0.832821,52.5663,11644.0
1272,2011,IP25 7,IP25 7,Total,6588,3171,3417,6534,54,81,9532.17,0.7,0.838526,52.5962,6520.0
